highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
TECH64,Bio-plastics,technology,radar18,"Alternative materials to plastic
Refill Packages/Reusable Packages
Rethink packages
Optimize Product Life Cycle",ALTEPLAS,REFIPACK,RETHPACK,OPTICYCL,"ALTEPLAS,REFIPACK,RETHPACK,OPTICYCL","Bio-materials provide special characteristics to plastics. Innovative advanced materials are continuously in development. Those materials are derived from renewable biomass sources, such as vegetable fats and oils, corn starch, or microbiota. Most of bioplastics are biodegradable, which that under the right conditions the microbes in the environment can break down the material and use it as a food source.","Bio-materials provide special characteristics to plastics. Innovative advanced materials are continuously in development. Those materials are derived from renewable biomass sources, such as vegetable fats and oils, corn starch, or microbiota. Most of bioplastics are biodegradable, which that under the right conditions the microbes in the environment can break down the material and use it as a food source.",https://www.smitherspira.com/SmithersPira/media/Examples/The-Future-of-Bioplastics-for-Packaging-to-2023_3.jpg,https://www.smitherspira.com/SmithersPira/media/Examples/The-Future-of-Bioplastics-for-Packaging-to-2023_3.jpg,,,,A study is available with a list of technologies that can be used. Further study about the most disruptive technologies is still missing.,https://sonaesystems.sharepoint.com/sites/SHIFT/SitePages/XRays/sustainable_materials_packaging.aspx,study,high,,,,,,,,https://www.smitherspira.com/SmithersPira/media/Examples/The-Future-of-Bioplastics-for-Packaging-to-2023_3.jpg
TECH20,Blockchain for Financial services,technology,radar18,"Prevention and Reactive Transparency
Keep your backyard safe",PREVPROT,SAFEBACK,,,"PREVPROT,SAFEBACK","Blockchain promises to revolutionise transactions on the internet, by avoiding intermediaries. A distributed database maintains a list of data blocks secured from tampering and revision. Each block holds batches of individual transactions, timestamp and a link to a previous block. When a block is created, a copy is distributed across many systems. No centralized ""official"" copy exists and no user is ""trusted"" more than others.","Blockchain promises to revolutionise transactions on the internet, by avoiding intermediaries. A distributed database maintains a list of data blocks secured from tampering and revision. Each block holds batches of individual transactions, timestamp and a link to a previous block. When a block is created, a copy is distributed across many systems. No centralized ""official"" copy exists and no user is ""trusted"" more than others.",,,,,,,,watch,high,,,,,"TECH20:1,TECH20:2","TECH20:1,TECH20:2",,
TECH73,Artificial intelligence for Chatbots,technology,radar18,"Tools to provide humanized services
Agile shopping experience
Automatic Styling or Curatorship
Virtual Assistants",TOOLHUMA,AGILSHOP,AUTOSTYL,VIRTASSI,"TOOLHUMA,AGILSHOP,AUTOSTYL,VIRTASSI","Chatbots allow us to get personalized information instantly. Chatbots are about delivering convenience, personalization, and decision support while people are multitasking. Either for customers on the go, to enable call center operators to get valuable information on-the-fly about the requirements of the multiple customers they are chatting with, or for sales associates to instantly access details about products and customers while assisting a client.","Chatbots allow us to get personalized information instantly. Chatbots are about delivering convenience, personalization, and decision support while people are multitasking. Either for customers on the go, to enable call center operators to get valuable information on-the-fly about the requirements of the multiple customers they are chatting with, or for sales associates to instantly access details about products and customers while assisting a client.",https://www.petfoodindustry.com/ext/resources/Images-by-month-year/16_06/woman-salesman-using-tablet-in-pet-store.jpg,https://www.petfoodindustry.com/ext/resources/Images-by-month-year/16_06/woman-salesman-using-tablet-in-pet-store.jpg,,,,A previous study and a Proof-of-concept of a chatbot is about to be launched to assist post sales needs of Continente Online customers.,,experiment,high,Colocar no sharepoint a apresentação dos chatbots e acrescentar o link,,https://www.akumina.com/office-365/akumina-helping-to-enable-retail-execution-at-nrf-2018-retails-big-show/,,"TECH73:3,TECH73:1,TECH09:3","TECH73:1,TECH73:3",,https://www.petfoodindustry.com/ext/resources/Images-by-month-year/16_06/woman-salesman-using-tablet-in-pet-store.jpg
TECH37,Biometrics for Payments & authentication,technology,radar18,Biometric Validation and Analytics,BIOMVALI,,,,BIOMVALI,"Customers and employees may identify themselves through biometrics to simplify payments or facility access. Customers use their unique biological traits to be identified, manage access to resources or authorize payments though the use of specific devices, such as fingerprint readers. ","Customers and employees may identify themselves through biometrics to simplify payments or facility access. Customers use their unique biological traits to be identified, manage access to resources or authorize payments though the use of specific devices, such as fingerprint readers. ",,,,,,There are multiple mature solutions that may be integrated in existing services.,,experiment,low,,,,,"TECH37:1,TECH37:3,TECH37:2","TECH37:1,TECH37:2,TECH37:3",,
TECH45,Artificial intelligence for Smart checkout,technology,radar18,"Agile shopping experience
Biometric Validation and Analytics
Automatic Order and Checkout
As convenient as the most convenient",AGILSHOP,BIOMVALI,AUTOORDE,CONVCONV,"AGILSHOP,BIOMVALI,AUTOORDE,CONVCONV","Customers can grab the products and leave the store without stopping while avoiding shoplifting. To achieve a secure and fraudproof seamless checkout, various sources of data must be fused. Images are the main data source to learn costumer behaviour and product placement complemented by other sensors such as biometric, thermal radiation or RFID.","Customers can grab the products and leave the store without stopping while avoiding shoplifting. To achieve a secure and fraudproof seamless checkout, various sources of data must be fused. Images are the main data source to learn costumer behaviour and product placement complemented by other sensors such as biometric, thermal radiation or RFID.",https://thumbor.forbes.com/thumbor/960x0/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F3f66eb80411e45feb6f1746bfa79fce5%2F960x0.jpg%3Ffit%3Dscale,https://thumbor.forbes.com/thumbor/960x0/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F3f66eb80411e45feb6f1746bfa79fce5%2F960x0.jpg%3Ffit%3Dscale,,,,SONAE is approaching some companies (Sensei and Trigo Vision) to explore the possibility of test the staff less store concept with our customers.,,experiment,very_high,,,,,"TECH45:1,TECH45:2","TECH45:1,TECH45:2",,https://thumbor.forbes.com/thumbor/960x0/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F3f66eb80411e45feb6f1746bfa79fce5%2F960x0.jpg%3Ffit%3Dscale
TECH36,Augmented reality for Trying on products,technology,radar18,Virtual try on (remote or instore),VIRTTRYO,,,,VIRTTRYO,"Customers can see themselves in the mirror wearing virtual clothing. These type of technologies allow users to capture clips of them trying on various outfits through an interactive body-controlled experience, allowing to see how it looks without wearing it.","Customers can see themselves in the mirror wearing virtual clothing. These type of technologies allow users to capture clips of them trying on various outfits through an interactive body-controlled experience, allowing to see how it looks without wearing it.",https://boygeniusreport.files.wordpress.com/2017/09/iphone-augmented-reality-ar-ikea.jpg?quality=98&strip=all&w=1200,https://boygeniusreport.files.wordpress.com/2017/09/iphone-augmented-reality-ar-ikea.jpg?quality=98&strip=all&w=1200,,,,,,study,low,,,,,"TECH36:3,TECH36:2,TECH36:1","TECH36:1,TECH36:2,TECH36:3",,https://boygeniusreport.files.wordpress.com/2017/09/iphone-augmented-reality-ar-ikea.jpg?quality=98&strip=all&w=1200
TECH35,Augmented reality for Extended product information,technology,radar18,"Clean Label
As convenient as the most convenient
Food Purpose Communication
Traceability applications",CLEALABE,CONVCONV,FOODPURP,TRACEABI,"CLEALABE,CONVCONV,FOODPURP,TRACEABI","Customers point their camera to items to obtain relevant product information shown in virtual objects. Additional information of a product is diplayed by pointing the camera, and the details about the product appear on screen, giving information that isn't on the label.","Customers point their camera to items to obtain relevant product information shown in virtual objects. Additional information of a product is diplayed by pointing the camera, and the details about the product appear on screen, giving information that isn't on the label.",https://blog.hubspot.com/hubfs/augmented-reality-retail-1.jpg,https://blog.hubspot.com/hubfs/augmented-reality-retail-1.jpg,,,,BIT did a proof-of-concept of this technology.,,experiment,low,"Pedir ao Rafael Pires o nome da startup que fez o estudo e, se possivel o link para o mesmo.",,,,TECH35:2,TECH35:2,,https://blog.hubspot.com/hubfs/augmented-reality-retail-1.jpg
TECH07,Artificial intelligence for Recommendations,technology,radar18,"As convenient as the most convenient
Automatic Order and Checkout
Automatic Styling or Curatorship
Agile shopping experience",CONVCONV,AUTOORDE,AUTOSTYL,AGILSHOP,"CONVCONV,AUTOORDE,AUTOSTYL,AGILSHOP","Customize advirtisement and product recommendation based on sales history and custom behaviour. Machine learning and optimization algorithms can look for and exploit observed patterns, correlations, and relationships among data elements of customer’s purchases. 
In this way, automatic suggestion of discounts based on previous and continuous purchases. ","Customize advirtisement and product recommendation based on sales history and custom behaviour. Machine learning and optimization algorithms can look for and exploit observed patterns, correlations, and relationships among data elements of customer’s purchases. 
In this way, automatic suggestion of discounts based on previous and continuous purchases. ",https://www.business-humanrights.org/sites/default/files/pexels-photo-239898_1.jpg,https://www.business-humanrights.org/sites/default/files/pexels-photo-239898_1.jpg,,,,Smart Continente and Siga APP uses AI to make suggestions to add items to a list. The next step is to envisage the best additional use cases to incorporate this technology in other applications in the company and experiment.,,experiment,low,,,,,"TECH07:2,TECH07:3,TECH07:1,TECH09:3","TECH07:1,TECH07:2,TECH07:3",,https://www.business-humanrights.org/sites/default/files/pexels-photo-239898_1.jpg
TECH31,Exosqueletons,technology,radar18,Empower and Raise awareness,EMPOAWAR,,,,EMPOAWAR,Exoskeletons to spare a service in orthopaedic treatments or to assist movements in heavy tasks in operations. Wearable devices are used to improve the life and everyday activities of people with reduced mobility and with heavy tasks by using robotics and other devices that fit in our bodies. These devices helps with the movement.,Exoskeletons to spare a service in orthopaedic treatments or to assist movements in heavy tasks in operations. Wearable devices are used to improve the life and everyday activities of people with reduced mobility and with heavy tasks by using robotics and other devices that fit in our bodies. These devices helps with the movement.,http://en.laevo.nl/wp-content/uploads//2018/07/easy-to-wear.png,http://en.laevo.nl/wp-content/uploads//2018/07/easy-to-wear.png,,,,A study about exoskeletons and other wearable for injury prevention is available. Currently an experiment in under discussion.,https://sonaecircle-corp/forum/inovacao/futuretech/Documents/XRAY/2017_wearables%20for%20injury%20prevention_x-ray%20v4%202017-06-20.pptx,experiment,low,,,,,"TECH31:3,TECH31:4,TECH31:2,TECH31:1","TECH31:1,TECH31:2,TECH31:3,TECH31:4",,http://en.laevo.nl/wp-content/uploads//2018/07/easy-to-wear.png
TECH90,Eye Tracking,technology,aec,Motion Control,MOTICONT,,,,MOTICONT,"Eye tracking refers to the process of measuring the motion of the eye (relative to the static person) and the target of someone's look. It is object of extensive research and recent improvement, with applications in a wide variety of fields, particularly human-machine interaction. ","Eye tracking refers to the process of measuring the motion of the eye (relative to the static person) and the target of someone's look. It is object of extensive research and recent improvement, with applications in a wide variety of fields, particularly human-machine interaction. ",https://media.giphy.com/media/COLClcEQ20kRW/giphy.gif,https://media.giphy.com/media/COLClcEQ20kRW/giphy.gif,,,,,,study,very_high,,,,,,,,https://media.giphy.com/media/COLClcEQ20kRW/giphy.gif
TECH03,Artificial intelligence for Inventory forecasting and control,technology,radar18,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,"Forecast consumer demand based on sales history  fused with other data sources such as weather. Machine learning and optimization algorithms can look for and exploit observed patterns, correlations, and relationships among data elements and supply chain decisions – e.g., when to order a widget, how many widgets to order, where to put them, and so on. Such algorithms can be trained and tested using past data. ","Forecast consumer demand based on sales history  fused with other data sources such as weather. Machine learning and optimization algorithms can look for and exploit observed patterns, correlations, and relationships among data elements and supply chain decisions – e.g., when to order a widget, how many widgets to order, where to put them, and so on. Such algorithms can be trained and tested using past data. ",,,,,,,,study,high,,,,,"TECH03:2,TECH06:3,TECH03:1","TECH03:1,TECH03:2,TECH03:3",,
TECH60,Natural interfaces for Training simulators,technology,radar18,"Motion Control
Continuous Employee Training",MOTICONT,CONTTRAI,,,"MOTICONT,CONTTRAI","Gesture controled simulators can be used for training new employees of stores and warehouses. Serious video games and simulators are used to train people through interaction by sound, touch or gesture. People are evaluated not by telling what they have learned, but by doing it.","Gesture controled simulators can be used for training new employees of stores and warehouses. Serious video games and simulators are used to train people through interaction by sound, touch or gesture. People are evaluated not by telling what they have learned, but by doing it.",https://d26s1dosjyldof.cloudfront.net/experience/wp-content/uploads/2016/12/minority-report-11-803x480.jpg,https://d26s1dosjyldof.cloudfront.net/experience/wp-content/uploads/2016/12/minority-report-11-803x480.jpg,,,,,,,,,,,,"TECH60:2,TECH60:1","TECH60:1,TECH60:2",,https://d26s1dosjyldof.cloudfront.net/experience/wp-content/uploads/2016/12/minority-report-11-803x480.jpg
TECH61,Big data analytics for Business Intelligence,technology,radar18,"As convenient as the most convenient
As cheap as the cheapest
Automatic Styling or Curatorship
Agile shopping experience",CONVCONV,CHEACHEA,AUTOSTYL,AGILSHOP,"CONVCONV,CHEACHEA,AUTOSTYL,AGILSHOP","Get customer insights using multiple data sources such as mobility, communication or demographics data. By gathering data from different sources, such as banks, communications or demographic data, a costumer profile can be defined and tendencies be revealed through complex algorithms. This can help to easily adapt the business to a target audience.","Get customer insights using multiple data sources such as mobility, communication or demographics data. By gathering data from different sources, such as banks, communications or demographic data, a costumer profile can be defined and tendencies be revealed through complex algorithms. This can help to easily adapt the business to a target audience.",https://www.simplilearn.com/ice9/free_resources_article_thumb/Data-Science-vs.-Big-Data-vs.jpg,https://www.simplilearn.com/ice9/free_resources_article_thumb/Data-Science-vs.-Big-Data-vs.jpg,,,,,,,,,,,,"TECH61:1,TECH61:2,TECH61:3","TECH61:1,TECH61:2,TECH61:3",,https://www.simplilearn.com/ice9/free_resources_article_thumb/Data-Science-vs.-Big-Data-vs.jpg
TECH59,Water harvesting for Off-grid buildings,technology,radar18,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,"Harvest water from air to supply our buildings without the need of external sources of water. There are 140,000,000,000,000,000 litres of water in the atmosphere - by condensation, water can be harnessed. This method can provide enough water to supply buildings, without the need of external sources of water.","Harvest water from air to supply our buildings without the need of external sources of water. There are 140,000,000,000,000,000 litres of water in the atmosphere - by condensation, water can be harnessed. This method can provide enough water to supply buildings, without the need of external sources of water.",,,,,,,,study,medium,,,,,"TECH59:2,TECH59:1,TECH59:3","TECH59:1,TECH59:2,TECH59:3",,
